experiment,survey,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13
1,dias_behavioral_regulation,1,1,2,1,1,1,1,1,1,1,NA,NA,NA
1,dias_behavioral_regulation,4,2,4,4,1,2,4,4,4,4,NA,NA,NA
1,dias_behavioral_regulation,4,5,3,2,3,1,3,1,2,1,NA,NA,NA
1,dias_behavioral_regulation,4,5,3,3,4,2,4,3,4,3,NA,NA,NA
1,dias_behavioral_regulation,1,1,2,2,1,3,1,2,1,1,NA,NA,NA
1,dias_behavioral_regulation,3,1,1,2,3,2,2,2,3,NA,NA,NA,NA
1,dias_behavioral_regulation,1,2,4,2,3,4,3,4,3,3,NA,NA,NA
1,dias_behavioral_regulation,1,1,3,1,3,1,2,2,4,1,NA,NA,NA
1,dias_behavioral_regulation,2,1,3,2,4,1,2,2,3,1,NA,NA,NA
1,dias_behavioral_regulation,2,4,3,3,4,3,2,3,NA,NA,NA,NA,NA
1,dias_behavioral_regulation,2,3,2,2,2,1,2,2,3,2,NA,NA,NA
1,dias_behavioral_regulation,4,1,2,1,1,3,2,3,4,3,NA,NA,NA
1,dias_behavioral_regulation,2,3,1,2,3,2,2,2,1,2,NA,NA,NA
1,dias_behavioral_regulation,3,1,3,2,3,1,2,1,1,1,NA,NA,NA
1,dias_behavioral_regulation,3,2,3,1,4,3,5,3,4,3,NA,NA,NA
1,dias_behavioral_regulation,2,1,4,3,4,3,3,2,3,4,NA,NA,NA
1,dias_behavioral_regulation,1,1,1,4,4,1,3,2,5,2,NA,NA,NA
1,dias_behavioral_regulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_behavioral_regulation,1,1,2,2,1,1,1,1,2,1,NA,NA,NA
1,dias_behavioral_regulation,3,1,4,4,3,1,4,2,3,2,NA,NA,NA
1,dias_behavioral_regulation,1,3,3,2,4,4,3,4,3,3,NA,NA,NA
1,dias_behavioral_regulation,1,1,1,4,2,1,1,1,1,1,NA,NA,NA
1,dias_behavioral_regulation,3,2,1,1,2,1,1,1,1,1,NA,NA,NA
1,dias_behavioral_regulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_behavioral_regulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_behavioral_regulation,1,1,4,5,5,1,5,3,2,5,NA,NA,NA
1,dias_behavioral_regulation,4,1,4,5,5,2,2,2,4,2,NA,NA,NA
1,dias_behavioral_regulation,5,4,1,1,4,3,3,4,3,4,NA,NA,NA
1,dias_behavioral_regulation,3,4,2,3,3,3,2,3,3,3,NA,NA,NA
1,dias_behavioral_regulation,1,5,4,3,2,1,5,3,2,2,NA,NA,NA
1,dias_behavioral_regulation,4,2,2,4,2,1,2,2,4,2,NA,NA,NA
1,dias_behavioral_regulation,4,NA,NA,NA,1,1,1,1,4,NA,NA,NA,NA
1,dias_behavioral_regulation,2,1,1,1,1,2,3,2,2,3,NA,NA,NA
1,dias_behavioral_regulation,2,1,1,2,2,2,2,2,1,1,NA,NA,NA
1,dias_behavioral_regulation,5,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA
1,dias_behavioral_regulation,4,4,4,3,4,3,2,3,3,3,NA,NA,NA
1,dias_behavioral_regulation,5,5,5,4,5,3,4,3,4,4,NA,NA,NA
1,dias_behavioral_regulation,1,1,5,1,1,2,1,1,5,3,NA,NA,NA
1,dias_behavioral_regulation,1,1,2,3,4,1,1,1,1,1,NA,NA,NA
1,dias_behavioral_regulation,4,1,3,4,3,2,2,2,1,4,NA,NA,NA
1,dias_behavioral_regulation,2,1,3,1,1,1,4,2,1,3,NA,NA,NA
1,dias_aggression,3,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,3,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,5,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,4,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,4,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,5,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,2,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,NA,NA,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,3,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,2,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,4,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_aggression,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,1,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,5,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,3,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,1,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,4,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,5,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,1,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,1,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,1,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,3,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,2,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,4,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,1,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA
1,dias_responsiveness,5,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA
1,mdors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mdors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mdors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mdors,7,NA,6,7,5,7,3,7,2,NA,NA,NA,NA
1,mdors,6,5,4,7,6,7,5,7,3,NA,NA,NA,NA
1,mdors,4,5,7,6,6,6,3,7,3,NA,NA,NA,NA
1,mdors,7,4,7,7,3,7,3,7,5,NA,NA,NA,NA
1,mdors,7,5,7,7,5,7,3,7,4,NA,NA,NA,NA
1,mdors,5,3,6,7,5,7,3,7,3,NA,NA,NA,NA
1,mdors,7,5,7,7,5,6,3,7,3,NA,NA,NA,NA
1,mdors,7,5,7,7,4,7,3,7,6,NA,NA,NA,NA
1,mdors,5,5,7,1,5,6,3,7,3,NA,NA,NA,NA
1,mdors,6,3,5,7,1,7,3,7,3,NA,NA,NA,NA
1,mdors,5,3,7,7,4,7,4,7,3,NA,NA,NA,NA
1,mdors,5,5,6,6,5,7,3,7,5,NA,NA,NA,NA
1,mdors,5,4,6,7,5,3,3,7,5,NA,NA,NA,NA
1,mdors,5,5,7,6,6,6,3,6,3,NA,NA,NA,NA
1,mdors,7,5,7,7,7,7,5,7,5,NA,NA,NA,NA
1,mdors,5,5,7,1,4,7,4,7,4,NA,NA,NA,NA
1,mdors,4,7,7,3,7,7,2,7,3,NA,NA,NA,NA
1,mdors,7,5,5,5,5,7,3,6,4,NA,NA,NA,NA
1,mdors,6,4,7,5,7,1,3,7,5,NA,NA,NA,NA
1,mdors,6,4,7,1,4,1,3,7,3,NA,NA,NA,NA
1,mdors,7,6,6,7,7,7,3,7,6,NA,NA,NA,NA
1,mdors,7,5,1,7,5,7,3,7,3,NA,NA,NA,NA
1,mdors,7,3,7,7,5,7,3,7,3,NA,NA,NA,NA
1,mdors,7,3,7,6,5,1,3,7,3,NA,NA,NA,NA
1,mdors,7,3,6,7,4,7,3,7,5,NA,NA,NA,NA
1,mdors,7,3,6,7,4,7,3,7,5,NA,NA,NA,NA
1,mdors,6,4,6,7,4,7,2,7,3,NA,NA,NA,NA
1,mdors,6,5,6,7,5,7,4,7,5,NA,NA,NA,NA
1,mdors,7,3,7,7,3,6,3,7,3,NA,NA,NA,NA
1,mdors,7,5,7,7,7,7,3,7,5,NA,NA,NA,NA
1,mdors,6,4,7,7,5,7,3,7,3,NA,NA,NA,NA
1,mdors,7,1,7,1,3,7,3,7,3,NA,NA,NA,NA
1,mdors,7,4,7,7,4,7,3,7,3,NA,NA,NA,NA
1,mdors,7,5,1,7,5,4,3,7,4,NA,NA,NA,NA
1,mdors,7,3,7,7,4,7,3,7,3,NA,NA,NA,NA
1,mdors,7,3,7,7,3,7,3,7,5,NA,NA,NA,NA
1,mdors,5,4,4,1,4,6,1,7,4,NA,NA,NA,NA
1,mdors,7,4,6,7,4,7,3,7,7,NA,NA,NA,NA
1,mdors,6,6,5,7,6,7,3,7,3,NA,NA,NA,NA
1,mdors,6,7,6,6,7,7,3,7,3,NA,NA,NA,NA
1,mdors,6,4,6,2,5,7,5,7,4,NA,NA,NA,NA
1,mdors,6,4,6,7,4,7,1,7,4,NA,NA,NA,NA
1,mdors,5,5,7,7,5,7,3,7,3,NA,NA,NA,NA
1,mdors,6,4,7,1,4,6,3,6,3,NA,NA,NA,NA
1,mdors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
